Uniprot,#Peptides_Macron2018A,#Peptides_Macron2020,#Peptides_Zhang2015,#Peptides_Guldbrandsen2014,#Peptides_Macron2018B,#Peptides_Schutzer2010,#Peptides_NunezGalindo2015,#Peptides_Zougman2007,#Peptides_Schilde2018,#Peptides_Guo2015,#Peptides_Stoop2010,#Studies
Q6K0P9,2.0,,,,,,,,,,,1
Q9GZZ8,1.0,3.0,,,,,,,,,,2
P09529,3.0,3.0,4.0,4.0,1.0,,,,,,,5
P61019,2.0,3.0,,,2.0,,,,,,,3
Q9GZX9,4.0,4.0,3.0,3.0,4.0,5.0,,,,,,6
Q9GZX3,3.0,2.0,5.0,4.0,1.0,,,,,,,5
Q96RP7,5.0,5.0,5.0,,2.0,,,,,,,4
O43516,3.0,4.0,,,1.0,,,,,,,3
C9JJH3,1.0,,,,,,,,,,,1
Q9GZV7,6.0,8.0,5.0,2.0,4.0,,,,,,,5
Q9GZT8,3.0,2.0,8.0,6.0,2.0,,,,,,,5
O15240,80.0,87.0,31.0,63.0,45.0,121.0,22.0,,16.0,26.0,7.0,10
Q9NWV4,1.0,,,3.0,1.0,1.0,,,,,,4
Q96A44,1.0,,,,,,,,,,,1
O15230,24.0,42.0,54.0,46.0,13.0,12.0,,,,,,6
Q9NX62,10.0,8.0,16.0,27.0,9.0,19.0,5.0,,6.0,10.0,,9
A6NCE7,2.0,3.0,2.0,,1.0,,,,,,,4
Q13177,2.0,3.0,,,,,,,,,,2
Q9GZP1,3.0,3.0,,1.0,1.0,,,,,,,4
Q9GZP0,2.0,2.0,6.0,1.0,,2.0,,,,,,5
Q96A83,1.0,3.0,,,2.0,,,,,,,3
Q13153,3.0,7.0,,,1.0,2.0,,,,,,4
Q08495,4.0,2.0,,,1.0,,,,,,,3
Q9GZN2,1.0,,,,,,,,,,,1
Q68BL8,5.0,3.0,4.0,2.0,,1.0,,,,,,5
Q13145,4.0,4.0,4.0,7.0,3.0,3.0,,,,,,6
Q9NX14,1.0,,,,,,,,,,,1
Q5SSJ5,2.0,,,,,,,,,,,1
Q9Y2G5,1.0,2.0,9.0,,,,,,,,,3
Q8NCW5,6.0,5.0,9.0,6.0,3.0,,,,4.0,,,6
Q96RD7,1.0,,,,,,,,,,,1
Q71H61,2.0,4.0,,3.0,,,,,,,,3
A6NML5,1.0,,,,1.0,,,,,,,2
Q9Y2J0,5.0,2.0,5.0,6.0,1.0,2.0,,,,,,6
Q66K79,1.0,,2.0,2.0,,,,,,,,3
Q08431,7.0,10.0,16.0,11.0,6.0,7.0,,6.0,5.0,8.0,,9
Q9BU40,9.0,13.0,19.0,13.0,8.0,3.0,1.0,3.0,3.0,8.0,,10
O75477,1.0,,,1.0,,,,,,,,2
P02795,4.0,12.0,2.0,2.0,4.0,,,,,,,5
P02792,6.0,4.0,5.0,8.0,3.0,,1.0,,,,,6
P02790,54.0,70.0,41.0,138.0,35.0,94.0,14.0,21.0,24.0,62.0,10.0,11
P52594,1.0,,,,,,,,,,,1
O60888,4.0,7.0,6.0,13.0,2.0,9.0,4.0,4.0,4.0,8.0,,10
P02788,28.0,26.0,17.0,40.0,14.0,,2.0,12.0,4.0,,,8
P14174,2.0,5.0,3.0,6.0,2.0,3.0,,3.0,,,,7
P02786,8.0,12.0,15.0,9.0,5.0,1.0,,,,,,6
P02778,4.0,5.0,2.0,1.0,4.0,,3.0,,,,,6
Q96QZ7,1.0,,,,,,,,,,,1
P02774,72.0,90.0,47.0,108.0,43.0,102.0,31.0,30.0,51.0,80.0,12.0,11
P02771,4.0,3.0,,,1.0,,,,,,,3
P29966,15.0,11.0,9.0,3.0,10.0,4.0,2.0,,,,,7
Q6Q788,1.0,,,,,,,,,,,1
O60869,4.0,5.0,,,3.0,,,,,,,3
P02768,36.0,43.0,129.0,273.0,28.0,196.0,9.0,2.0,71.0,194.0,63.0,11
P02766,10.0,33.0,12.0,64.0,10.0,54.0,5.0,13.0,12.0,36.0,5.0,11
P02765,46.0,43.0,18.0,48.0,25.0,,14.0,,11.0,20.0,6.0,9
P14151,5.0,6.0,8.0,8.0,4.0,2.0,,,4.0,,,7
P09493,13.0,18.0,6.0,8.0,13.0,,,,,,,5
P02760,16.0,23.0,22.0,42.0,13.0,28.0,12.0,12.0,9.0,18.0,,10
Q9Y334,7.0,8.0,12.0,7.0,2.0,3.0,,,,,,6
P60842,2.0,3.0,6.0,,,,,,,,,3
P09486,25.0,23.0,17.0,28.0,21.0,21.0,8.0,11.0,9.0,22.0,,10
P02754,39.0,,,,29.0,,15.0,,,,,3
P02753,28.0,34.0,15.0,23.0,18.0,25.0,10.0,13.0,7.0,24.0,6.0,11
P02751,100.0,115.0,105.0,164.0,82.0,,44.0,32.0,55.0,142.0,17.0,10
P02750,12.0,12.0,13.0,22.0,9.0,29.0,11.0,10.0,9.0,18.0,,10
Q9Y2S6,1.0,2.0,,,1.0,,,,,,,3
P14138,3.0,8.0,5.0,5.0,3.0,1.0,2.0,,,,,7
P14136,15.0,23.0,12.0,8.0,8.0,1.0,1.0,,,,,7
P02748,33.0,37.0,31.0,47.0,23.0,51.0,16.0,14.0,10.0,28.0,3.0,11
P02747,7.0,14.0,7.0,6.0,6.0,3.0,3.0,5.0,4.0,8.0,,10
P02746,7.0,10.0,7.0,18.0,5.0,11.0,3.0,4.0,6.0,10.0,3.0,11
P04908,1.0,,6.0,2.0,,,,,,,,3
P02743,7.0,7.0,6.0,10.0,6.0,8.0,2.0,6.0,,,,8
P02741,3.0,6.0,6.0,8.0,2.0,2.0,3.0,6.0,,,,8
Q96AH0,1.0,,,,,,,,,,,1
Q96QV1,2.0,6.0,4.0,2.0,,,,,,,,4
Q9Y2V2,2.0,,,,,,,,,,,1
Q9Y376,1.0,,8.0,2.0,,,,,,,,3
Q76LX8,4.0,3.0,5.0,2.0,1.0,,,,,,,5
Q76M96,4.0,,5.0,,2.0,,,,,,,3
O95989,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,6
Q6ZRI8,2.0,,3.0,4.0,,,,,,,,3
P56277,2.0,3.0,,,,,,,,,,2
P52907,3.0,5.0,2.0,2.0,2.0,1.0,,,,,,6
O15197,11.0,11.0,13.0,11.0,10.0,3.0,,,2.0,,,7
Q8NHL6,6.0,6.0,6.0,1.0,,,,,,,,4
O43612,1.0,,,,1.0,,,,,,,2
P24387,4.0,6.0,7.0,7.0,,2.0,,,,,,5
Q5T442,1.0,,,,1.0,,,,,,,2
P20742,3.0,7.0,17.0,28.0,,16.0,,5.0,,,,6
Q9NW97,2.0,2.0,,,1.0,,,,,,,3
Q96AQ6,14.0,16.0,8.0,8.0,9.0,,,,,,,5
Q9BTC0,1.0,,,,,1.0,,,,,,2
Q15772,2.0,2.0,,,,,,,,,,2
O15145,1.0,,,,,,,,,,,1
O15143,1.0,5.0,2.0,,1.0,,,,,,,4
P62861,1.0,,,,,,,,,,,1
P59665,2.0,2.0,,2.0,2.0,,,,,,,4
P24347,3.0,,,,,,,,,,,1
P12955,4.0,6.0,10.0,14.0,1.0,2.0,,1.0,,,,7
Q13087,1.0,,4.0,1.0,1.0,,,,,,,4
O15127,1.0,,,,1.0,,,,,,,2
O15126,7.0,3.0,2.0,1.0,3.0,1.0,,,,,,6
O15123,4.0,5.0,7.0,2.0,1.0,1.0,,,,,,6
O15119,1.0,,,,,,,,,,,1
Q96QH8,1.0,,,,,,,,,,,1
Q8J025,1.0,,,1.0,1.0,,,,,,,3
Q9Y3E7,1.0,,,,,,,,,,,1
Q08397,4.0,5.0,5.0,1.0,2.0,,,,,,,5
Q01650,1.0,,,,,,,,,,,1
P19634,2.0,,,,,,,,,,,1
O75503,8.0,6.0,8.0,11.0,5.0,,1.0,,3.0,6.0,,8
Q08378,1.0,2.0,,,1.0,,,,,,,3
Q13029,1.0,,,,,,,,,,,1
Q01638,1.0,,3.0,,,,,,,,,2
Q9BT92,1.0,,,,,,,,,,,1
Q13018,1.0,,7.0,2.0,,,,,,,,3
Q13011,2.0,,,,,1.0,,,,,,2
A2RU67,1.0,,8.0,3.0,,3.0,,,,,,4
Q9BT88,3.0,4.0,3.0,3.0,1.0,1.0,,,,,,6
Q08345,12.0,11.0,14.0,14.0,9.0,10.0,1.0,,5.0,,,8
Q9NVJ2,1.0,,5.0,2.0,,,,,,,,3
Q9BT56,1.0,,,,1.0,,,,,,,2
Q14832,1.0,,3.0,,,,,,,,,2
P02689,3.0,2.0,2.0,2.0,,,,,,,,4
O60784,5.0,4.0,2.0,,,,,,,,,3
P02686,7.0,7.0,,,4.0,1.0,,,,,,4
P02679,22.0,28.0,28.0,26.0,19.0,26.0,5.0,20.0,14.0,40.0,5.0,11
P02671,73.0,83.0,43.0,45.0,57.0,41.0,25.0,24.0,15.0,40.0,7.0,11
Q9BT09,4.0,4.0,3.0,2.0,3.0,,,,,,,5
Q5BIV9,3.0,8.0,2.0,1.0,2.0,1.0,,,,,,6
Q96PX8,11.0,10.0,19.0,21.0,8.0,21.0,1.0,9.0,5.0,12.0,,10
P02655,2.0,4.0,2.0,2.0,3.0,5.0,1.0,3.0,,,,8
P02654,1.0,4.0,5.0,3.0,3.0,4.0,,5.0,,6.0,,8
P02652,7.0,8.0,10.0,11.0,4.0,29.0,3.0,7.0,7.0,18.0,2.0,11
P09382,11.0,12.0,8.0,8.0,11.0,3.0,5.0,7.0,4.0,,,9
O60749,1.0,2.0,,,,,,,,,,2
P02649,51.0,65.0,48.0,83.0,43.0,105.0,25.0,34.0,13.0,64.0,23.0,11
O60741,7.0,5.0,,1.0,1.0,3.0,,,,,,5
Q96PV0,2.0,,,,1.0,,,,,,,2
Q9UDT6,2.0,4.0,2.0,,2.0,,,,,,,4
Q9BSJ8,2.0,2.0,,,,,,,,,,2
P56192,1.0,,,,1.0,,,,,,,2
P09341,4.0,4.0,,,3.0,,,,,,,3
P56181,1.0,2.0,,,,,,,,,,2
P09326,2.0,4.0,4.0,,,,,,,,,3
Q9BSG5,6.0,3.0,4.0,6.0,3.0,,,,,,,5
O43707,15.0,16.0,15.0,5.0,8.0,,,,,,,5
P56159,6.0,6.0,6.0,4.0,5.0,2.0,,,,,,6
Q96Q06,1.0,2.0,,,,,,,,,,2
Q96Q04,2.0,5.0,,2.0,,,,,,,,3
O15075,2.0,,2.0,2.0,,,,,,,,3
O15072,3.0,5.0,3.0,1.0,2.0,1.0,,,,,,6
Q9NV96,2.0,2.0,2.0,2.0,,,,,,,,4
P12883,3.0,5.0,5.0,4.0,1.0,,,,,,,5
Q9NV92,1.0,,,,1.0,,,,,,,2
Q96C23,1.0,,4.0,2.0,,,,,,,,3
O43752,1.0,3.0,5.0,1.0,1.0,,,,,,,5
Q9H9S5,3.0,3.0,9.0,9.0,3.0,1.0,,,,,,6
Q96PK6,1.0,,,,,,,,,,,1
O15031,32.0,38.0,41.0,49.0,18.0,34.0,5.0,,13.0,16.0,,9
P17302,2.0,2.0,,2.0,1.0,2.0,,,,,,5
Q96BV0,1.0,,,,,1.0,,,,,,2
P12830,8.0,9.0,10.0,7.0,5.0,,,2.0,,,,6
Q5VW32,1.0,,2.0,,,,,,,,,2
P12821,9.0,7.0,18.0,22.0,4.0,5.0,,,,,,6
Q9Y4E1,3.0,3.0,,,,,,,,,,2
Q9NUQ9,6.0,5.0,8.0,8.0,3.0,1.0,,2.0,,,,7
P12814,7.0,8.0,,,2.0,1.0,,,,,,4
Q96PE5,1.0,2.0,,,2.0,,,,,,,3
Q96PE1,1.0,2.0,,1.0,,,,,,,,3
Q96PD5,12.0,16.0,15.0,36.0,9.0,38.0,8.0,9.0,14.0,14.0,2.0,11
Q96PD2,2.0,4.0,8.0,6.0,,1.0,,,,,,5
Q9H9K5,1.0,3.0,4.0,4.0,1.0,1.0,,,,,,6
Q9BRX2,1.0,,,,,,,,,,,1
Q08257,2.0,,7.0,4.0,1.0,1.0,,,,,,5
Q9NUM4,1.0,,2.0,,,,,,,,,2
Q96PB8,1.0,,,,,,,,,,,1
Q96PB7,5.0,4.0,4.0,2.0,,,,,,,,4
O75636,1.0,3.0,7.0,6.0,1.0,5.0,,,,,,6
Q01518,14.0,11.0,4.0,2.0,8.0,1.0,,,,,,6
Q9BRT3,3.0,2.0,2.0,2.0,,,,,,,,4
Q08209,5.0,6.0,10.0,5.0,,,,,,,,4
Q9BS26,7.0,8.0,13.0,9.0,3.0,4.0,,,,,,6
P29762,6.0,5.0,9.0,5.0,4.0,4.0,,5.0,2.0,,,8
O60667,4.0,4.0,,,1.0,,,,,,,3
Q9BRN9,2.0,,,,,,,,,,,1
P02545,18.0,23.0,,,10.0,,,,,,,3
Q96CG8,4.0,3.0,6.0,4.0,3.0,,,,,,,5
P02538,17.0,18.0,,14.0,7.0,4.0,,,,,,5
P02533,12.0,19.0,,17.0,3.0,,,,,,3.0,5
Q9BRK5,15.0,18.0,16.0,13.0,16.0,13.0,7.0,1.0,4.0,,,9
Q9BRK3,10.0,8.0,12.0,10.0,6.0,4.0,,2.0,2.0,,,8
Q9BRK0,1.0,4.0,,,,1.0,,,,,,3
O60613,3.0,,4.0,5.0,,1.0,1.0,2.0,,,,6
P02511,3.0,3.0,,,2.0,,,,,,,3
Q2VWP7,1.0,,,1.0,,,,,,,,2
O60609,6.0,6.0,9.0,6.0,2.0,1.0,,,,,,6
Q04721,14.0,21.0,20.0,18.0,7.0,3.0,,,,,,6
Q5T292,1.0,,,,1.0,,,,,,,2
P09228,4.0,2.0,4.0,,,,,,,,,3
Q9H8Y8,2.0,,,,1.0,,,,,,,2
P09211,7.0,9.0,12.0,9.0,5.0,9.0,1.0,8.0,3.0,8.0,,10
Q9BRF8,6.0,5.0,6.0,4.0,2.0,,,,,,,5
Q96P15,1.0,,,,,,,,,,,1
A1L4Q6,1.0,,,,,,,,,,,1
P20933,12.0,11.0,8.0,12.0,8.0,3.0,5.0,5.0,2.0,,2.0,10
Q5T1S8,1.0,,,,1.0,,,,,,,2
Q96CP2,1.0,,,,,,,,,,,1
P10909,50.0,66.0,34.0,105.0,42.0,108.0,20.0,21.0,18.0,54.0,15.0,11
Q5T1R4,1.0,2.0,,,2.0,,,,,,,3
Q9NTW7,1.0,,,,1.0,,,,,,,2
P17538,1.0,,,,,,,,,,,1
Q9BRA2,3.0,5.0,5.0,6.0,1.0,3.0,,,,4.0,,7
Q9NTU7,4.0,4.0,6.0,5.0,4.0,4.0,,1.0,3.0,,,8
P98173,3.0,7.0,7.0,5.0,3.0,6.0,1.0,,,,,7
P98172,8.0,6.0,7.0,8.0,7.0,2.0,,,2.0,,,7
Q9NU53,3.0,,5.0,4.0,1.0,2.0,,,,,,5
Q01484,7.0,11.0,,2.0,1.0,1.0,,,,,,5
Q14DG7,9.0,10.0,15.0,11.0,3.0,5.0,,,,,,6
P98164,5.0,6.0,6.0,5.0,4.0,,,,,,,5
P98161,1.0,4.0,6.0,8.0,1.0,1.0,,,,,,6
P98160,93.0,133.0,112.0,130.0,65.0,80.0,15.0,45.0,26.0,42.0,3.0,11
Q96CV9,4.0,2.0,,,,,,,,,,2
Q8NFT2,1.0,,,,,,,,,,,1
P98155,8.0,7.0,16.0,14.0,2.0,4.0,,1.0,,,,7
P98153,7.0,7.0,9.0,7.0,4.0,1.0,1.0,,2.0,,,8
P12724,1.0,3.0,2.0,1.0,1.0,,,,,,,5
Q96CW1,1.0,2.0,,,,,,,,,,2
Q96CW9,2.0,2.0,4.0,6.0,1.0,2.0,,,,,,6
Q0P6D2,4.0,6.0,8.0,5.0,3.0,,,,2.0,,,6
Q01469,12.0,9.0,7.0,12.0,8.0,5.0,2.0,3.0,,,,8
Q9Y5E7,3.0,4.0,,,,,,,,,,2
Q01459,10.0,15.0,13.0,18.0,5.0,13.0,2.0,4.0,3.0,12.0,,10
Q5VSG8,6.0,11.0,10.0,6.0,2.0,9.0,1.0,,,4.0,,8
P16284,1.0,5.0,8.0,6.0,,1.0,,,,,,5
Q9H8L6,11.0,13.0,16.0,15.0,4.0,5.0,1.0,4.0,3.0,4.0,,10
O75718,1.0,,3.0,,,,,,,,,2
Q01433,1.0,,,,,,,,,,,1
Q9H8J5,7.0,6.0,7.0,8.0,5.0,7.0,2.0,2.0,4.0,,,9
Q9UQP3,1.0,4.0,3.0,2.0,1.0,,,,,,,5
Q9NTK5,2.0,,3.0,1.0,,1.0,,,,,,4
Q9UQN3,1.0,2.0,,,,,,,,,,2
Q9UQM7,6.0,4.0,7.0,10.0,2.0,,,3.0,3.0,,,7
Q9BQT9,20.0,31.0,20.0,24.0,13.0,19.0,2.0,3.0,5.0,4.0,,10
P54826,6.0,6.0,6.0,1.0,3.0,,,,,,,5
Q9BQS8,1.0,,,1.0,1.0,,,,,,,3
Q9BQS7,2.0,5.0,11.0,4.0,1.0,,,,,,,5
P54819,2.0,4.0,,,1.0,,,,,,,3
P29692,2.0,2.0,2.0,,,,,,,,,3
Q9BR39,1.0,,,,,,,,,,,1
P54803,2.0,2.0,6.0,2.0,,,,,,,,4
P81172,2.0,,,,,2.0,,,,,,2
O60565,2.0,3.0,,,,2.0,,,,,,3
Q96NY8,1.0,3.0,,,2.0,,,,,,,3
P02462,5.0,8.0,3.0,2.0,3.0,,,,,,,5
P02461,16.0,19.0,13.0,18.0,11.0,9.0,4.0,2.0,3.0,8.0,,10
P55786,12.0,17.0,32.0,28.0,3.0,15.0,,8.0,2.0,8.0,,9
P02458,3.0,6.0,,,,,,,,,,2
P02452,29.0,49.0,25.0,31.0,21.0,25.0,8.0,12.0,10.0,24.0,2.0,11
P00533,7.0,12.0,21.0,15.0,2.0,7.0,,2.0,,,,7
P68431,3.0,,,,2.0,,,,,,,2
P09172,6.0,4.0,13.0,11.0,2.0,1.0,,,,,,6
P29622,14.0,16.0,20.0,32.0,11.0,29.0,6.0,10.0,11.0,22.0,,10
O60512,2.0,3.0,6.0,3.0,2.0,,,,,,,5
Q9UQB3,9.0,4.0,,,1.0,,,,,,,3
O60507,2.0,6.0,5.0,1.0,1.0,,,,,,,5
Q9BQI4,4.0,4.0,,,1.0,,,,,,,3
Q9BQI0,2.0,,,1.0,,,,,,,,2
Q9Y5Y0,1.0,,,1.0,,,,,,,,2
Q9H7Y0,5.0,8.0,12.0,6.0,3.0,7.0,,,,,,6
O43909,3.0,3.0,14.0,5.0,,,,,,,,4
P09104,11.0,10.0,21.0,28.0,6.0,30.0,4.0,11.0,6.0,6.0,,10
O43916,2.0,4.0,5.0,5.0,2.0,2.0,,,,,,6
P00738,2.0,6.0,39.0,46.0,1.0,47.0,,22.0,10.0,64.0,9.0,10
Q96NN9,1.0,2.0,,,,,,,,,,2
Q9NT99,12.0,15.0,25.0,26.0,10.0,40.0,1.0,16.0,6.0,22.0,,10
Q9UPZ6,6.0,9.0,13.0,7.0,,,,,,,,4
P98095,27.0,24.0,24.0,11.0,13.0,,1.0,,10.0,16.0,,8
P24043,36.0,43.0,88.0,79.0,16.0,,2.0,,9.0,8.0,,8
P07998,24.0,30.0,10.0,31.0,16.0,19.0,6.0,7.0,3.0,6.0,2.0,11
P07996,27.0,27.0,26.0,28.0,15.0,7.0,3.0,,,,,7
Q9NT62,1.0,,,,,,,,,,,1
Q9UQ80,3.0,2.0,,,2.0,,,,,,,3
P98066,2.0,2.0,,,,,,,,,,2
P19367,6.0,4.0,22.0,15.0,1.0,3.0,,,,,,6
Q5JZY3,9.0,6.0,9.0,11.0,5.0,7.0,1.0,3.0,2.0,,,9
Q9UPU3,15.0,17.0,21.0,14.0,9.0,13.0,4.0,3.0,2.0,6.0,3.0,11
Q9UQ52,18.0,20.0,28.0,31.0,9.0,32.0,,7.0,,4.0,,8
P07951,12.0,17.0,,3.0,12.0,1.0,3.0,,,,,6
P07942,17.0,21.0,41.0,40.0,8.0,27.0,,12.0,7.0,14.0,,9
Q9UK76,2.0,3.0,3.0,1.0,2.0,,,,,,,5
Q9Y6G9,3.0,3.0,,,,,,,,,,2
P19320,30.0,28.0,30.0,36.0,19.0,22.0,3.0,10.0,3.0,,,9
P54764,22.0,29.0,21.0,31.0,18.0,37.0,16.0,7.0,10.0,24.0,2.0,11
P54762,3.0,2.0,7.0,3.0,,1.0,,,,,,5
P54760,3.0,7.0,7.0,1.0,1.0,,,,,,,5
P07910,6.0,10.0,3.0,,5.0,1.0,,,,,,5
Q2TV78,11.0,8.0,,,,,,,,,,2
O75832,1.0,,,,1.0,,,,,,,2
P52943,4.0,3.0,3.0,1.0,1.0,2.0,,,,,,6
P54756,10.0,8.0,10.0,13.0,7.0,12.0,1.0,4.0,,6.0,,9
P54753,9.0,9.0,10.0,5.0,4.0,1.0,,,,,,6
P07900,18.0,20.0,24.0,9.0,6.0,,,1.0,,,,6
P22897,17.0,23.0,50.0,58.0,9.0,17.0,,12.0,5.0,,,8
P22894,1.0,,,,,,,,,,,1
P22891,3.0,2.0,7.0,10.0,,,,,2.0,,,5
Q9UPN7,1.0,,,,,,,,,,,1
Q9Y6L7,1.0,2.0,,,,,,,,,,2
Q9BQ51,2.0,2.0,3.0,1.0,,,,,,,,4
P54727,9.0,9.0,4.0,3.0,7.0,4.0,,,,,,6
P54725,5.0,8.0,3.0,2.0,3.0,,,,,,,5
Q9NSI2,1.0,,,,,1.0,,,,,,2
Q9Y6N8,16.0,14.0,11.0,15.0,9.0,6.0,1.0,,2.0,,,8
Q9UGM5,11.0,12.0,10.0,12.0,8.0,16.0,7.0,,4.0,,,8
O60493,3.0,3.0,,,2.0,1.0,,,,,,4
P01350,2.0,2.0,,,,,,,,,,2
O75888,3.0,5.0,,1.0,3.0,2.0,,,,,,5
P07311,3.0,4.0,6.0,6.0,4.0,2.0,,,,,,6
O60486,2.0,,8.0,5.0,,1.0,,,,,,4
P49411,1.0,,,,,,,,,,,1
Q9H7C9,3.0,2.0,2.0,6.0,1.0,,,,,,,5
O60477,3.0,4.0,12.0,7.0,1.0,1.0,,,,,,6
Q9BQ16,17.0,24.0,15.0,15.0,13.0,6.0,3.0,2.0,4.0,4.0,,10
O60462,17.0,26.0,20.0,26.0,9.0,11.0,2.0,4.0,2.0,,,9
Q14C87,17.0,15.0,24.0,20.0,10.0,22.0,,,3.0,,,7
A6NFA1,1.0,,2.0,,,,,,,,,2
Q9NSC7,4.0,9.0,9.0,7.0,3.0,5.0,,,,,,6
P07357,23.0,20.0,24.0,33.0,20.0,22.0,9.0,4.0,7.0,10.0,,10
P29536,1.0,2.0,,,,,,,,,,2
Q9NSB8,1.0,,,,,,,,,,,1
Q5JRA6,19.0,17.0,25.0,19.0,7.0,,,,,,,5
O60437,1.0,3.0,,,,,,,,,,2
Q9UGT4,1.0,,4.0,8.0,,,,,,,,3
Q8NHG7,2.0,3.0,3.0,1.0,2.0,1.0,,,,,,6
P07384,1.0,,5.0,,,,,,,,,2
P29508,1.0,4.0,,1.0,1.0,,,,,,,4
P12036,5.0,9.0,2.0,,4.0,,,,,,,4
P42766,1.0,2.0,,,,,,,,,,2
Q9UPA5,5.0,6.0,,1.0,3.0,,,,,,,4
P27824,10.0,10.0,17.0,15.0,5.0,,,,,,,5
Q8NHJ6,6.0,4.0,5.0,7.0,5.0,,,,,,,5
Q9H6Y7,1.0,,,,,,,,,,,1
Q9H799,1.0,,,,,,,,,,,1
Q9H6X2,3.0,4.0,8.0,5.0,5.0,2.0,,,,,,6
Q6PCB0,3.0,7.0,9.0,6.0,3.0,2.0,2.0,,,,,7
Q9NS98,14.0,19.0,23.0,29.0,10.0,16.0,1.0,3.0,4.0,,,9
Q9NRX4,1.0,,,2.0,,,,,,,,2
Q96MM7,3.0,2.0,3.0,3.0,,3.0,,,,,,5
Q9NS85,3.0,3.0,7.0,8.0,4.0,8.0,,2.0,2.0,,,8
Q9NRV9,2.0,2.0,,1.0,,,,,,,,3
Q9H741,6.0,8.0,6.0,5.0,5.0,3.0,2.0,,,,,7
Q9NS71,2.0,2.0,,2.0,1.0,,,,,,,4
Q5VUB5,4.0,4.0,4.0,5.0,3.0,1.0,,2.0,,,,7
Q8NI32,1.0,,2.0,1.0,,,,,,,,3
Q8NI35,1.0,2.0,,,,,,,,,,2
P17600,10.0,10.0,,3.0,6.0,4.0,,,,,,5
Q9UP79,13.0,17.0,20.0,16.0,8.0,3.0,,,,,,6
P12532,2.0,4.0,4.0,1.0,1.0,,,,,,,5
P19256,1.0,2.0,3.0,2.0,,1.0,,,,,,5
Q9NRR1,4.0,4.0,6.0,5.0,3.0,,,2.0,,,,6
Q96MG7,1.0,,,,,,,,,,,1
P07858,13.0,19.0,16.0,31.0,11.0,20.0,4.0,5.0,6.0,8.0,,10
Q9UHD9,5.0,6.0,3.0,3.0,2.0,,,,,,,5
Q9NS15,19.0,21.0,16.0,11.0,8.0,,,,,,,5
Q9UP38,2.0,2.0,2.0,2.0,1.0,,,,,,,5
Q9NS00,4.0,4.0,8.0,5.0,1.0,,,,,,,5
P17655,1.0,,2.0,1.0,,,,,,,,3
Q9UHG2,27.0,27.0,13.0,24.0,18.0,32.0,11.0,8.0,9.0,20.0,6.0,11
Q9NRN7,1.0,,,,,,,,,,,1
Q9NRN5,17.0,18.0,16.0,19.0,13.0,10.0,3.0,5.0,4.0,10.0,,10
P17661,7.0,8.0,,4.0,,,,,,,,3
Q9NRM6,1.0,,,,,,,,,,,1
Q8N0W4,5.0,7.0,13.0,11.0,3.0,5.0,,,,,,6
P54652,16.0,16.0,,11.0,14.0,9.0,,,,,,5
Q9UHI8,3.0,6.0,7.0,6.0,2.0,10.0,,2.0,,,,7
P22794,1.0,,,,,,,,,,,1
P22792,6.0,7.0,11.0,17.0,4.0,8.0,1.0,,2.0,,,8
O75949,1.0,,,,,,,,,,,1
Q9NRJ7,3.0,4.0,,2.0,,,,,,,,3
P22352,9.0,10.0,9.0,14.0,8.0,14.0,7.0,7.0,5.0,8.0,,10
Q6ZN44,5.0,5.0,4.0,4.0,2.0,,,,,,,5
P22749,2.0,,,,,,,,,,,1
P22748,6.0,7.0,11.0,15.0,6.0,10.0,,6.0,2.0,,,8
Q6ZMP0,11.0,13.0,8.0,3.0,7.0,,,,,,,5
Q96FE5,9.0,9.0,14.0,16.0,6.0,13.0,1.0,5.0,7.0,12.0,,10
Q96FE7,15.0,18.0,5.0,17.0,10.0,15.0,5.0,3.0,3.0,8.0,,10
P49913,4.0,4.0,,,4.0,,,,,,,3
O60353,2.0,3.0,,1.0,1.0,,,,,,,4
P07451,6.0,7.0,9.0,9.0,3.0,9.0,,,,,,6
P49908,7.0,12.0,8.0,13.0,6.0,8.0,5.0,4.0,3.0,14.0,,10
P00734,32.0,40.0,44.0,68.0,22.0,48.0,16.0,26.0,22.0,46.0,4.0,11
Q9UI40,6.0,8.0,,,2.0,3.0,,,,,,4
P12107,9.0,11.0,9.0,8.0,7.0,5.0,,,,,,6
Q9NRB3,5.0,5.0,7.0,4.0,3.0,3.0,,,,,,6
P12109,26.0,43.0,44.0,41.0,19.0,62.0,9.0,10.0,13.0,30.0,3.0,11
Q6IEE7,8.0,12.0,18.0,14.0,5.0,5.0,,,,,,6
P00740,6.0,5.0,14.0,14.0,3.0,10.0,,,6.0,,,7
O60330,9.0,10.0,,1.0,,,,,,,,3
P00746,8.0,9.0,13.0,12.0,8.0,14.0,5.0,,9.0,14.0,,9
P12110,7.0,10.0,15.0,8.0,5.0,6.0,,,2.0,,,7
P07477,8.0,12.0,3.0,4.0,6.0,,3.0,,,4.0,,7
P42857,7.0,9.0,3.0,4.0,5.0,3.0,1.0,,,,,7
O60313,1.0,,,,,,,,,,,1
P49588,2.0,4.0,5.0,2.0,,,,,,,,4
P29401,15.0,19.0,13.0,15.0,15.0,13.0,1.0,,,,,7
Q6ZMJ4,1.0,,,,,,,,,,,1
Q6ZMJ2,1.0,2.0,4.0,,1.0,,,,,,,4
P27918,5.0,6.0,8.0,7.0,4.0,1.0,,,,,,6
